Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,SeasonFile,HomeElo,AwayElo,HomeForm,AwayForm,HomeFormAtHome,AwayFormAtAway,HomeH2H,AwayH2H,EloDiff,FormDiff,VenueFormDiff,H2HDiff,Target
2015-08-14,Aston Villa,Man United,0,1,A,0,1,A,M Dean,5,9,1,2,14,10,3,5,2,2,0,0,season-1516.csv,1512.5339816333346,1507.4660183666654,3.0,3.0,1.0,1.0,1.0,1.0,5.067963266669267,0.0,0.0,0.0,2
2015-08-15,Southampton,Everton,0,3,A,0,2,A,M Oliver,17,10,4,4,11,10,9,9,4,2,0,0,season-1516.csv,1502.5339816333346,1497.4660183666654,1.0,1.0,1.0,1.0,1.0,1.0,5.067963266669267,0.0,0.0,0.0,2
2015-08-15,Sunderland,Norwich,1,3,A,0,2,A,K Friend,6,19,2,6,7,7,6,6,1,2,0,0,season-1516.csv,1492.5339816333346,1487.4660183666654,0.0,0.0,1.0,1.0,1.0,1.0,5.067963266669267,0.0,0.0,0.0,2
2015-08-15,Swansea,Newcastle,2,0,H,1,0,H,M Jones,19,4,6,2,11,8,4,4,2,1,0,1,season-1516.csv,1502.5339816333346,1497.4660183666654,1.0,1.0,1.0,1.0,1.0,1.0,5.067963266669267,0.0,0.0,0.0,1
2015-08-15,Tottenham,Stoke,2,2,D,2,0,H,R Madley,13,16,7,7,15,11,4,3,2,2,0,0,season-1516.csv,1492.5339816333346,1487.4660183666654,0.0,0.0,1.0,1.0,1.0,1.0,5.067963266669267,0.0,0.0,0.0,0
2015-08-15,Watford,West Brom,0,0,D,0,0,D,P Tierney,16,6,5,0,13,10,2,4,1,2,0,0,season-1516.csv,1502.5339816333346,1487.4660183666654,1.0,0.0,1.0,1.0,1.0,1.0,15.067963266669267,1.0,0.0,0.0,0
2015-08-15,West Ham,Leicester,1,2,A,0,2,A,A Taylor,10,11,3,6,11,12,8,4,1,3,1,0,season-1516.csv,1512.5339816333346,1507.4660183666654,3.0,3.0,1.0,1.0,1.0,1.0,5.067963266669267,0.0,0.0,0.0,2
2015-08-16,Crystal Palace,Arsenal,1,2,A,1,1,D,L Mason,11,20,4,7,14,12,6,6,1,1,0,0,season-1516.csv,1512.5339816333346,1487.4660183666654,3.0,0.0,1.0,1.0,1.0,1.0,25.067963266669267,3.0,0.0,0.0,2
2015-08-16,Man City,Chelsea,3,0,H,1,0,H,M Atkinson,18,10,8,3,19,13,5,1,4,2,0,0,season-1516.csv,1512.5339816333346,1497.4660183666654,3.0,1.0,1.0,1.0,1.0,1.0,15.067963266669267,2.0,0.0,0.0,1
2015-08-17,Liverpool,Bournemouth,1,0,H,1,0,H,C Pawson,18,13,2,2,11,18,6,8,1,4,0,0,season-1516.csv,1512.5339816333346,1487.4660183666654,3.0,0.0,1.0,1.0,1.0,1.0,25.067963266669267,3.0,0.0,0.0,1
2015-08-22,Crystal Palace,Aston Villa,2,1,H,0,0,D,K Stroud,16,11,6,2,12,15,6,4,3,3,0,0,season-1516.csv,1499.3380652984179,1499.864010845205,1.5,1.5,0.0,3.0,1.0,1.0,-0.5259455467871703,0.0,-3.0,0.0,1
2015-08-22,Leicester,Tottenham,1,1,D,0,0,D,M Atkinson,13,19,2,6,7,14,2,7,1,4,0,0,season-1516.csv,1520.135989154795,1489.864010845205,3.0,0.5,3.0,0.0,1.0,1.0,30.27197830958994,2.5,3.0,0.0,0
2015-08-22,Man United,Newcastle,0,0,D,0,0,D,C Pawson,20,7,8,0,15,11,11,5,2,2,0,0,season-1516.csv,1520.135989154795,1490.135989154795,3.0,0.5,3.0,0.0,1.0,1.0,30.0,2.5,3.0,0.0,0
2015-08-22,Norwich,Stoke,1,1,D,1,1,D,M Dean,21,6,7,1,16,5,9,0,4,1,0,0,season-1516.csv,1500.135989154795,1490.135989154795,1.5,0.5,0.0,1.0,1.0,1.0,10.0,1.0,-1.0,0.0,0
2015-08-22,Sunderland,Swansea,1,1,D,0,1,A,N Swarbrick,10,20,2,9,16,9,3,4,4,2,0,0,season-1516.csv,1479.864010845205,1509.864010845205,0.0,2.0,0.0,1.0,1.0,1.0,-30.0,-2.0,-1.0,0.0,0
2015-08-22,West Ham,Bournemouth,3,4,A,0,2,A,J Moss,10,15,4,7,8,11,5,4,0,0,1,0,season-1516.csv,1499.864010845205,1480.6619347015821,1.5,0.0,0.0,0.0,1.0,1.0,19.20207614362289,1.5,0.0,0.0,2
2015-08-23,Everton,Man City,0,2,A,0,0,D,A Taylor,10,16,1,9,5,7,8,7,0,3,0,0,season-1516.csv,1510.135989154795,1519.5988170693456,2.0,3.0,1.0,3.0,1.0,1.0,-9.462827914550644,-1.0,-2.0,0.0,2
2015-08-23,Watford,Southampton,0,0,D,0,0,D,A Marriner,13,14,0,5,10,11,5,2,0,2,0,0,season-1516.csv,1499.5988170693456,1489.864010845205,1.0,0.5,1.0,1.0,1.0,1.0,9.734806224140584,0.5,0.0,0.0,0
2015-08-23,West Brom,Chelsea,2,3,A,1,3,A,M Clattenburg,15,15,6,5,9,12,8,7,2,1,0,1,season-1516.csv,1490.4011829306544,1490.4011829306544,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2
2015-08-24,Arsenal,Liverpool,0,0,D,0,0,D,M Oliver,19,15,5,8,2,13,7,8,1,4,0,0,season-1516.csv,1500.6619347015821,1519.3380652984179,1.5,3.0,0.0,3.0,1.0,1.0,-18.67613059683572,-1.5,-3.0,0.0,0
2015-08-29,Aston Villa,Sunderland,2,2,D,2,1,H,R Madley,21,7,6,3,10,14,5,4,2,1,0,0,season-1516.csv,1492.3838211396405,1478.1540372717689,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,14.229783867871674,0.6666666666666667,0.0,0.0,0
2015-08-29,Bournemouth,Leicester,1,1,D,1,0,H,N Swarbrick,5,4,2,2,9,19,4,4,2,4,0,0,season-1516.csv,1493.7054538949099,1516.806238612161,1.0,2.3333333333333335,0.0,3.0,1.0,1.0,-23.100784717251145,-1.3333333333333335,-3.0,0.0,0
2015-08-29,Chelsea,Crystal Palace,1,2,A,0,0,D,C Pawson,26,13,9,6,9,15,7,7,1,1,0,0,season-1516.csv,1502.935164563989,1506.8182550039824,1.3333333333333333,2.0,1.0,3.0,1.0,1.0,-3.883090439993339,-0.6666666666666667,-2.0,0.0,2
2015-08-29,Liverpool,West Ham,0,3,A,0,2,A,K Friend,13,12,1,5,17,11,5,7,3,1,1,1,season-1516.csv,1521.3625715497524,1486.8204916518773,2.3333333333333335,1.0,3.0,3.0,1.0,1.0,34.542079897875055,1.3333333333333335,0.0,0.0,2
2015-08-29,Man City,Watford,2,0,H,0,0,D,M Clattenburg,18,7,5,0,9,12,9,3,1,2,0,0,season-1516.csv,1531.876217783639,1496.804552492262,3.0,1.0,3.0,1.0,1.0,1.0,35.07166529137703,2.0,2.0,0.0,1
2015-08-29,Newcastle,Arsenal,0,1,A,0,0,D,A Marriner,1,22,0,9,15,8,0,9,6,1,1,0,season-1516.csv,1493.4587776464575,1498.6374284502476,0.6666666666666666,1.3333333333333333,1.0,3.0,1.0,1.0,-5.178650803790106,-0.6666666666666666,-2.0,0.0,2
2015-08-29,Stoke,West Brom,0,1,A,0,1,A,M Oliver,13,15,5,5,4,9,6,5,1,4,2,0,season-1516.csv,1492.9372891508526,1477.8672012973198,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,15.070087853532868,0.3333333333333333,-1.0,0.0,2
2015-08-29,Tottenham,Everton,0,0,D,0,0,D,M Jones,20,8,6,3,20,9,6,2,4,1,0,0,season-1516.csv,1493.193761387839,1497.8585884405015,0.6666666666666666,1.3333333333333333,1.0,3.0,1.0,1.0,-4.664827052662531,-0.6666666666666666,-2.0,0.0,0
2015-08-30,Southampton,Norwich,3,0,H,1,0,H,J Moss,23,6,8,1,4,12,6,4,0,0,0,1,season-1516.csv,1492.6582754222886,1497.3346891587373,0.6666666666666666,1.3333333333333333,0.0,3.0,1.0,1.0,-4.676413736448694,-0.6666666666666666,-3.0,0.0,1
2015-08-30,Swansea,Man United,2,1,H,0,0,D,M Atkinson,9,11,4,4,6,15,0,1,2,2,0,0,season-1516.csv,1511.5739844186412,1516.8132006631324,1.6666666666666667,2.3333333333333335,3.0,3.0,1.0,1.0,-5.239216244491217,-0.6666666666666667,0.0,0.0,1
2015-09-12,Arsenal,Stoke,2,0,H,1,0,H,J Moss,29,9,12,4,6,13,13,1,1,1,0,0,season-1516.csv,1511.0314089391172,1480.0020687046729,1.75,0.5,0.5,1.0,1.0,1.0,31.029340234444362,1.25,-0.5,0.0,1
2015-09-12,Crystal Palace,Man City,0,1,A,0,0,D,M Jones,10,21,2,7,13,13,4,4,2,3,0,0,season-1516.csv,1519.2473561041347,1538.4242078928544,2.25,3.0,1.5,3.0,1.0,1.0,-19.17685178871966,-0.75,-1.5,0.0,2
2015-09-12,Everton,Chelsea,3,1,H,2,1,H,A Marriner,14,15,9,2,12,12,7,14,2,2,0,0,season-1516.csv,1500.2665054406468,1490.5060634638367,1.25,1.0,0.5,1.5,1.0,1.0,9.76044197681017,0.25,-1.0,0.0,1
2015-09-12,Man United,Liverpool,3,1,H,0,0,D,M Oliver,9,8,3,4,6,11,4,4,1,2,0,0,season-1516.csv,1509.2055377759775,1507.923995033801,1.75,1.75,2.0,2.0,1.0,1.0,1.281542742176498,0.0,0.0,0.0,1
2015-09-12,Norwich,Bournemouth,3,1,H,1,0,H,M Atkinson,12,7,4,2,10,11,4,4,2,3,0,0,season-1516.csv,1489.7422920008485,1491.803388817624,1.0,1.0,0.5,1.5,1.0,1.0,-2.061096816775489,0.0,-1.0,0.0,1
2015-09-12,Watford,Swansea,1,0,H,0,0,D,R Madley,17,8,6,3,11,14,1,3,1,1,1,0,season-1516.csv,1490.2565623830467,1519.181647305796,0.75,2.0,1.0,1.0,1.0,1.0,-28.92508492274942,-1.25,0.0,0.0,1
2015-09-12,West Brom,Southampton,0,0,D,0,0,D,S Attwell,8,14,1,4,5,5,4,5,1,0,0,0,season-1516.csv,1490.8024217434995,1500.2506725801775,1.0,1.25,0.0,1.0,1.0,1.0,-9.448250836677971,-0.25,-1.0,0.0,0
2015-09-13,Leicester,Aston Villa,3,2,H,0,1,A,M Dean,21,11,6,4,8,13,4,5,2,1,0,0,season-1516.csv,1518.708303689447,1489.4707185046473,2.0,1.0,2.0,1.5,1.0,1.0,29.237585184799627,1.0,0.5,0.0,1
2015-09-13,Sunderland,Tottenham,0,1,A,0,0,D,C Pawson,12,15,2,4,11,12,6,8,2,1,0,0,season-1516.csv,1481.0671399067621,1490.7858443876937,0.5,0.75,0.5,0.5,1.0,1.0,-9.718704480931592,-0.25,0.0,0.0,2
2015-09-14,West Ham,Newcastle,2,0,H,1,0,H,A Taylor,17,14,3,4,8,11,6,7,0,2,0,0,season-1516.csv,1500.2590681678287,1481.064797157588,1.5,0.5,0.0,0.5,1.0,1.0,19.194271010240755,1.0,-0.5,0.0,1
2015-09-19,Aston Villa,West Brom,0,1,A,0,1,A,M Atkinson,13,11,3,6,10,11,2,7,2,3,0,0,season-1516.csv,1482.773971548056,1488.5246232317909,0.8,1.0,0.5,2.0,1.0,1.0,-5.750651683734986,-0.19999999999999996,-1.5,0.0,2
2015-09-19,Bournemouth,Sunderland,2,0,H,2,0,H,K Friend,15,9,5,2,14,15,7,3,2,4,0,1,season-1516.csv,1484.2817735686008,1468.7967231070102,0.8,0.4,0.5,0.5,1.0,1.0,15.485050461590617,0.4,0.0,0.0,1
2015-09-19,Chelsea,Arsenal,2,0,H,0,0,D,M Dean,22,9,7,2,12,11,5,5,3,1,0,2,season-1516.csv,1483.3010082719813,1517.6822907224823,0.8,2.0,0.5,3.0,1.0,1.0,-34.381282450500976,-1.2,-2.5,0.0,1
2015-09-19,Man City,West Ham,1,2,A,1,2,A,R Madley,27,6,8,3,10,7,16,3,1,2,0,0,season-1516.csv,1550.4348888959719,1507.2157528163607,3.0,1.8,3.0,3.0,1.0,1.0,43.21913607961119,1.2,0.0,0.0,2
2015-09-19,Newcastle,Watford,1,2,A,0,2,A,R East,15,13,5,4,8,12,5,5,1,2,0,0,season-1516.csv,1474.108112509056,1498.5165708891527,0.4,1.2,0.5,0.5,1.0,1.0,-24.408458380096818,-0.7999999999999999,0.0,0.0,2
2015-09-19,Stoke,Leicester,2,2,D,2,0,H,A Marriner,11,12,4,5,7,12,3,4,1,4,0,0,season-1516.csv,1473.3511869213078,1525.4050506460383,0.4,2.2,0.0,2.0,1.0,1.0,-52.05386372473049,-1.8000000000000003,-2.0,0.0,0
2015-09-19,Swansea,Everton,0,0,D,0,0,D,S Attwell,12,17,3,2,12,11,2,4,2,2,0,1,season-1516.csv,1510.92163879969,1507.4715606325021,1.6,1.6,3.0,2.0,1.0,1.0,3.4500781671879395,0.0,1.0,0.0,0
2015-09-20,Liverpool,Norwich,1,1,D,0,0,D,A Taylor,23,7,7,2,4,13,6,2,1,2,0,0,season-1516.csv,1500.492461585415,1497.2639072498716,1.4,1.4,1.5,1.5,1.0,1.0,3.228554335543322,0.0,0.0,0.0,0
2015-09-20,Southampton,Man United,2,3,A,1,1,D,M Clattenburg,15,10,8,3,6,13,5,5,2,0,0,0,season-1516.csv,1502.528471091886,1516.6370712243636,1.2,2.0,1.5,1.5,1.0,1.0,-14.108600132477477,-0.8,0.0,0.0,2
2015-09-20,Tottenham,Crystal Palace,1,0,H,0,0,D,M Oliver,22,12,6,4,9,11,6,5,1,2,0,0,season-1516.csv,1503.0562611874457,1507.2366751010172,1.2,1.8,1.0,3.0,1.0,1.0,-4.180413913571556,-0.6000000000000001,-2.0,0.0,1
2015-09-26,Leicester,Arsenal,2,5,A,1,2,A,C Pawson,16,26,7,12,9,12,6,5,1,1,0,0,season-1516.csv,1526.4929061766782,1509.2695901028553,1.8,2.0,2.3333333333333335,2.0,1.0,1.0,17.223316073822843,-0.19999999999999996,0.3333333333333335,0.0,2
2015-09-26,Liverpool,Aston Villa,3,2,H,1,0,H,J Moss,21,10,12,4,8,13,11,1,0,0,0,0,season-1516.csv,1497.8717282502005,1470.3955171260789,1.0,0.2,1.3333333333333333,1.0,1.0,1.0,27.47621112412162,0.8,0.33333333333333326,0.0,1
2015-09-26,Man United,Sunderland,3,0,H,1,0,H,M Jones,12,9,7,4,12,17,5,2,0,3,0,0,season-1516.csv,1528.7873114649706,1461.7428543052051,2.0,0.4,2.3333333333333335,0.3333333333333333,1.0,1.0,67.04445715976544,1.6,2.0,0.0,1
2015-09-26,Newcastle,Chelsea,2,2,D,1,0,H,M Atkinson,11,16,5,4,12,15,4,6,1,2,0,0,season-1516.csv,1462.2423494399823,1491.7137088916083,0.2,1.2,0.3333333333333333,1.0,1.0,1.0,-29.471359451626086,-1.0,-0.6666666666666667,0.0,0
2015-09-26,Southampton,Swansea,3,1,H,1,0,H,R East,18,11,7,4,18,14,4,3,3,1,0,0,season-1516.csv,1490.378230851279,1508.294968405957,1.0,1.6,1.0,0.6666666666666666,1.0,1.0,-17.916737554677866,-0.6000000000000001,0.33333333333333337,0.0,1
2015-09-26,Stoke,Bournemouth,2,1,H,1,0,H,L Mason,8,11,5,6,13,11,3,7,1,0,0,0,season-1516.csv,1472.2633313906679,1491.3356423704058,0.6,1.4,0.3333333333333333,1.0,1.0,1.0,-19.07231097973795,-0.7999999999999999,-0.6666666666666667,0.0,1
2015-09-26,Tottenham,Man City,4,1,H,1,1,D,M Clattenburg,15,22,8,8,17,6,5,9,5,1,0,0,season-1516.csv,1510.6352144697698,1536.7780161332162,1.8,2.4,1.6666666666666667,3.0,1.0,1.0,-26.142801663446335,-0.5999999999999999,-1.3333333333333333,0.0,1
2015-09-26,West Ham,Norwich,2,2,D,1,1,D,M Dean,19,16,7,7,7,17,7,5,0,0,0,0,season-1516.csv,1520.8726255791164,1499.8846405850861,1.8,1.6,1.0,1.3333333333333333,1.0,1.0,20.987984994030285,0.19999999999999996,-0.33333333333333326,0.0,0
2015-09-27,Watford,Crystal Palace,0,1,A,0,0,D,A Taylor,15,16,2,3,17,22,6,4,4,4,0,0,season-1516.csv,1510.3823339582264,1499.657721818693,1.6,1.2,1.6666666666666667,2.0,1.0,1.0,10.724612139533292,0.40000000000000013,-0.33333333333333326,0.0,2
2015-09-28,West Brom,Everton,2,3,A,1,0,H,R Madley,9,12,4,4,9,8,6,4,0,3,0,0,season-1516.csv,1500.903077653768,1510.0982310262352,1.6,1.6,0.3333333333333333,1.6666666666666667,1.0,1.0,-9.195153372467303,0.0,-1.3333333333333335,0.0,2
2015-10-03,Aston Villa,Stoke,0,1,A,0,0,D,M Jones,13,12,2,5,12,12,9,5,1,0,0,0,season-1516.csv,1463.6535301060994,1480.2497632819734,0.2,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,-16.596233175873977,-0.8,-0.3333333333333333,0.0,2
2015-10-03,Bournemouth,Watford,1,1,D,1,1,D,M Oliver,12,11,6,2,8,13,5,3,1,1,0,0,season-1516.csv,1483.3492104791003,1497.56182582844,1.4,1.4,1.3333333333333333,1.3333333333333333,1.0,1.0,-14.212615349339785,0.0,0.0,0.0,0
2015-10-03,Chelsea,Southampton,1,3,A,1,1,D,R Madley,10,13,3,5,14,14,4,6,2,5,0,0,season-1516.csv,1493.4384492070735,1498.3327726559987,1.4,1.6,1.3333333333333333,1.0,1.0,1.0,-4.894323448925206,-0.20000000000000018,0.33333333333333326,0.0,2
2015-10-03,Crystal Palace,West Brom,2,0,H,0,0,D,J Moss,21,7,8,2,14,13,8,3,3,3,0,0,season-1516.csv,1512.4782299484793,1488.6183735170296,1.8,1.4,1.0,2.3333333333333335,1.0,1.0,23.85985643144977,0.40000000000000013,-1.3333333333333335,0.0,1
2015-10-03,Man City,Newcastle,6,1,H,1,1,D,K Friend,23,6,11,4,13,8,6,3,3,1,0,0,season-1516.csv,1528.5955539712497,1460.517609124517,1.8,0.4,2.0,0.3333333333333333,1.0,1.0,68.07794484673263,1.4,1.6666666666666667,0.0,1
2015-10-03,Norwich,Leicester,1,2,A,0,1,A,M Clattenburg,17,16,2,5,4,4,16,8,0,1,0,0,season-1516.csv,1502.974727677477,1513.5011538598214,1.2,1.2,1.3333333333333333,1.6666666666666667,1.0,1.0,-10.526426182344494,0.0,-0.3333333333333335,0.0,2
2015-10-03,Sunderland,West Ham,2,2,D,2,1,H,N Swarbrick,12,20,3,6,14,11,1,8,2,4,1,0,season-1516.csv,1455.97835487909,1517.7825384867256,0.4,2.0,0.3333333333333333,3.0,1.0,1.0,-61.80418360763565,-1.6,-2.6666666666666665,0.0,0
2015-10-04,Arsenal,Man United,3,0,H,3,0,H,A Taylor,12,9,5,5,8,17,3,6,1,3,0,0,season-1516.csv,1522.261342419712,1534.5518108910858,2.0,2.0,1.3333333333333333,2.0,1.0,1.0,-12.290468471373742,0.0,-0.6666666666666667,0.0,1
2015-10-04,Everton,Liverpool,1,1,D,1,1,D,M Atkinson,14,13,4,4,10,19,5,11,3,3,0,0,season-1516.csv,1522.3829351629736,1504.61371527018,1.6,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,17.76921989279367,0.6000000000000001,0.0,0.0,0
2015-10-04,Swansea,Tottenham,2,2,D,2,1,H,M Dean,11,19,2,11,8,19,5,6,1,4,0,0,season-1516.csv,1500.3404266012374,1518.8176766317363,1.0,2.2,2.3333333333333335,1.3333333333333333,1.0,1.0,-18.477250030498908,-1.2000000000000002,1.0000000000000002,0.0,0
2015-10-17,Chelsea,Aston Villa,2,0,H,1,0,H,R East,9,8,3,1,22,17,4,4,1,3,0,0,season-1516.csv,1481.0367556456456,1451.5716833857516,0.8,0.2,1.0,0.75,1.0,1.0,29.465072259893986,0.6000000000000001,0.25,0.0,1
2015-10-17,Crystal Palace,West Ham,1,3,A,1,1,D,M Clattenburg,6,24,1,4,9,11,1,9,1,3,1,0,season-1516.csv,1519.313568748906,1518.592302400416,1.8,2.2,1.5,2.5,1.0,1.0,0.7212663484899622,-0.40000000000000013,-1.0,0.0,2
2015-10-17,Everton,Man United,0,3,A,0,2,A,J Moss,12,10,3,7,12,14,5,3,2,2,0,0,season-1516.csv,1519.376883553674,1526.7519051190725,1.8,1.8,1.25,1.5,1.0,1.0,-7.375021565398583,0.0,-0.25,0.0,2
2015-10-17,Man City,Bournemouth,5,1,H,4,1,H,M Dean,15,5,11,1,11,5,1,7,2,1,0,0,season-1516.csv,1534.335674320883,1481.20182580156,1.8,1.0,2.25,0.75,1.0,1.0,53.13384851932301,0.8,1.5,0.0,1
2015-10-17,Southampton,Leicester,2,2,D,2,0,H,P Tierney,14,26,6,7,16,10,6,7,2,0,0,0,season-1516.csv,1510.7344662174266,1525.7495093466307,2.0,1.6,1.5,2.0,1.0,1.0,-15.01504312920406,0.3999999999999999,-0.5,0.0,0
2015-10-17,Tottenham,Liverpool,0,0,D,0,0,D,C Pawson,13,12,4,3,15,11,8,6,1,2,0,0,season-1516.csv,1520.8476718739264,1507.6197668794796,2.2,1.0,2.0,1.25,1.0,1.0,13.227904994446817,1.2000000000000002,0.75,0.0,0
2015-10-17,Watford,Arsenal,0,3,A,0,0,D,M Jones,8,17,1,6,11,12,3,9,2,1,0,0,season-1516.csv,1499.7092105059803,1530.0612481917253,1.4,2.4,1.25,2.25,1.0,1.0,-30.352037685745017,-1.0,-1.0,0.0,2
2015-10-17,West Brom,Sunderland,1,0,H,0,0,D,M Atkinson,8,9,1,2,12,13,1,5,2,2,0,0,season-1516.csv,1481.783034716603,1455.1685909653995,1.4,0.4,0.25,0.25,1.0,1.0,26.614443751203453,0.9999999999999999,0.0,0.0,1
2015-10-18,Newcastle,Norwich,6,2,H,3,2,H,A Taylor,11,18,6,6,10,10,3,7,1,1,0,0,season-1516.csv,1454.7774887748838,1490.7263721906677,0.2,1.0,0.5,1.25,1.0,1.0,-35.94888341578394,-0.8,-0.75,0.0,1
2015-10-19,Swansea,Stoke,0,1,A,0,1,A,R Madley,14,9,2,2,6,14,1,2,2,2,0,0,season-1516.csv,1498.3104313590472,1492.3316100023212,1.0,1.4,2.0,1.25,1.0,1.0,5.97882135672603,-0.3999999999999999,0.75,0.0,2
2015-10-24,Arsenal,Everton,2,1,H,2,1,H,L Mason,20,10,5,5,11,14,7,5,2,0,0,1,season-1516.csv,1541.7613838789794,1507.0425861906886,2.4,1.6,1.75,2.0,1.0,1.0,34.718797688290806,0.7999999999999998,-0.25,0.0,1
2015-10-24,Aston Villa,Swansea,1,2,A,0,0,D,N Swarbrick,9,11,3,4,10,8,4,6,2,3,0,0,season-1516.csv,1444.8807683307468,1485.6161299687726,0.0,0.4,0.25,0.5,1.0,1.0,-40.73536163802578,-0.4,-0.25,0.0,2
2015-10-24,Leicester,Crystal Palace,1,0,H,0,0,D,M Dean,12,9,3,4,7,11,3,2,3,1,0,0,season-1516.csv,1527.8748524079692,1506.7601706374899,1.6,1.2,1.75,2.25,1.0,1.0,21.114681770479365,0.40000000000000013,-0.5,0.0,1
2015-10-24,Norwich,West Brom,0,1,A,0,0,D,K Friend,16,7,3,4,11,6,13,3,1,2,0,0,season-1516.csv,1482.2696579520339,1488.5472104595408,1.0,1.4,1.0,1.75,1.0,1.0,-6.277552507506925,-0.3999999999999999,-0.75,0.0,2
2015-10-24,Stoke,Watford,0,2,A,0,1,A,M Atkinson,12,13,1,3,10,18,11,5,3,1,0,0,season-1516.csv,1505.0259113925958,1488.0090748187263,2.0,1.4,1.0,1.25,1.0,1.0,17.01683657386957,0.6000000000000001,-0.25,0.0,2
2015-10-24,West Ham,Chelsea,2,1,H,1,0,H,J Moss,12,8,5,4,10,12,7,4,1,5,0,1,season-1516.csv,1531.145700511832,1487.7276707006504,2.2,1.4,1.0,1.0,1.0,1.0,43.41802981118167,0.8000000000000003,0.0,0.0,1
2015-10-25,Bournemouth,Tottenham,1,5,A,1,3,A,R East,11,14,3,9,8,15,4,5,0,1,0,0,season-1516.csv,1475.1032866172839,1517.9609806398098,0.8,2.2,1.25,1.25,1.0,1.0,-42.85769402252595,-1.4000000000000001,0.0,0.0,2
2015-10-25,Liverpool,Southampton,1,1,D,0,0,D,A Marriner,15,8,2,3,8,11,10,7,1,0,0,1,season-1516.csv,1510.5064581135962,1508.609123156088,1.2,1.6,1.75,1.5,1.0,1.0,1.897334957508292,-0.40000000000000013,0.25,0.0,0
2015-10-25,Man United,Man City,0,0,D,0,0,D,M Clattenburg,6,6,1,1,17,13,6,4,2,2,0,0,season-1516.csv,1539.0862024820578,1540.4342135051593,2.4,1.8,2.5,2.25,1.0,1.0,-1.348011023101435,0.5999999999999999,0.25,0.0,0
2015-10-25,Sunderland,Newcastle,3,0,H,1,0,H,R Madley,9,21,3,8,12,10,1,10,0,2,0,1,season-1516.csv,1448.4044152224617,1463.2342030135176,0.2,0.8,0.5,0.25,1.0,1.0,-14.829787791055878,-0.6000000000000001,0.25,0.0,1
